id,name,parentid,x,y,z,description,shortname,catchment,fgroup,fcst_pp,esp,hefs,snowupdate,spatial_display,gage,gage_fcst,precip,nwm,snotel,snowcourse
YPSA2LOC,YPSA2LOC,YPSA2,-162.880556,61.934444,6.096,midyukon (AK),YPSA2LOC,LOC,Midyukon,Y,,,,,,,,,,
SLAA2RSN,Slate Creek at Coldfoot,SLAA2,-150.173333,67.254722,320.04,koyukuk (AK),SLAA2RSN,RSN,Koyukuk,,,,,,,,,,,
MFKA2LOC,Middle Fork Koyukuk River nr Wiseman,MFKA2,-150.075,67.438333,339.852,koyukuk (AK),MFKA2LOC,LOC,Koyukuk,Y,,,,,,,,,,
MFKA2RSN,Middle Fork Koyukuk River nr Wiseman,MFKA2,-150.075,67.438333,339.852,koyukuk (AK),MFKA2RSN,RSN,Koyukuk,,,,,,,,,,,
SLAA2RTD,Slate Creek at Coldfoot,MFKA2,-150.173333,67.254722,320.04,koyukuk (AK),SLAA2RTD,RTD,Koyukuk,,,,,,,,,,,
JIRA2RSN,Jim River RainSnow,JIRA2,-150.873056,66.786111,304.8,Jim River RainSnow,JIRA2RSN,RSN,Koyukuk,,,,,,,,,,,
JIRA2UPR,JIRA2UPR,JIRA2,-150,66.85,877.8,Jim River Upper Basin,JIRA2UPR,UPR,Koyukuk,Y,,,,,,,,,,
JIRA2LWR,JIRA2LWR,JIRA2,-150.8,66.75,460.3,Jim River Lower Basin,JIRA2LWR,LWR,Koyukuk,Y,,,,,,,,,,
SFKA2RSN,S Fk Koyukuk RainSnow,SFKA2,-151.928,66.547,149.4,S Fk Koyukuk RainSnow,SFKA2RSN,RSN,Koyukuk,,,,,,,,,,,
SFKA2LOC,S Fk Koyukuk Local,SFKA2,-151.928,66.547,149.4,S Fk Koyukuk Local,SFKA2LOC,LOC,Koyukuk,Y,,,,,,,,,,
JIRA2RTD,Jim River Routed,SFKA2,-151.928,66.547,149.4,Jim River Routed,JIRA2RTD,RTD,Koyukuk,,,,,,,,,,,
JONA2RSN,John River RainSnow,JONA2,-151.665,66.928889,335.3,John River RainSnow,JONA2RSN,RSN,Koyukuk,,,,,,,,,,,
JONA2LOC,John River Local,JONA2,-151.665,66.928889,335.3,John River Local,JONA2LOC,LOC,Koyukuk,Y,,,,,,,,,,
ALAA2RSN,Alatna R RainSnow,ALAA2,-152.625278,66.580833,117.4,Alatna R RainSnow,ALAA2RSN,RSN,Koyukuk,,,,,,,,,,,
ALLA2RSN,Allakaket,ALLA2,-152.6425,66.565278,121.92,koyukuk (AK),ALLA2RSN,RSN,Koyukuk,,,,,,,,,,,
ALLA2RTD,Allakaket,ALLA2,-152.6425,66.565278,121.92,koyukuk (AK),ALLA2RTD,RTD,Koyukuk,,,,,,,,,,,
BTTA2RTD,Koyukuk River nr Bettles,ALLA2,-151.508611,66.926111,185.928,koyukuk (AK),BTTA2RTD,RTD,Koyukuk,,,,,,,,,,,
SFKA2RTD,S Fk Koyukuk Routed,ALLA2,-152.6425,66.565278,121.92,S Fk Koyukuk Routed,SFKA2RTD,RTD,Koyukuk,,,,,,,,,,,
ALAA2RTD,Alatna R Routed,ALLA2,-152.6425,66.565278,121.92,Alatna R Routed,ALAA2RTD,RTD,Koyukuk,,,,,,,,,,,
JONA2RTD,John River Routed,ALLA2,-152.6425,66.565278,121.92,John River Routed,JONA2RTD,RTD,Koyukuk,,,,,,,,,,,
BTKBJRTD,Koyukuk River Routed BTTA2 to KBJA2,JONA2,-151.508611,66.926111,185.928,koyukuk (AK),BTKBJRTD,RTD,Koyukuk,,,,,,,,,,,
KNRA2RSN,Kanuti River RainSnow,KNRA2,-153.81,66.149,109.7,Kanuti River RainSnow,KNRA2RSN,RSN,Koyukuk,,,,,,,,,,,
KRHA2RSN,Koyukuk River at Hughes,KRHA2,-154.261667,66.045556,23.2,koyukuk (AK),KRHA2RSN,RSN,Koyukuk,,,,,,,,,,,
KNRA2RTD,Kanuti River Routed,KRHA2,-154.261667,66.045556,23.2,Kanuti River Routed,KNRA2RTD,RTD,Koyukuk,,,,,,,,,,,
KNFA2RSN,N Fk Koyukuk RainSnow,KNFA2,-151.029,67.068,274.3,N Fk Koyukuk RainSnow,KNFA2RSN,RSN,Koyukuk,,,,,,,,,,,
FLLA2RSN,Ketchikan Lake Dam Outlet,FLLA2,-131.621667,55.36,0,Ketchikan Lake rain-snow line,FLLA2RSN,RSN,Southeast,Y,,,,,,,,,,
FMMA2LWR,FMMA2LWR,FMMA2,-141.997222,64.066111,499.14048,fortym (AK),FMMA2LWR,LWR,Fortym,Y,,,,,,,,,,
FMMA2UPR,FMMA2UPR,FMMA2,-141.997222,64.066111,499.14048,fortym (AK),FMMA2UPR,UPR,Fortym,Y,,,,,,,,,,
FMKA2LWR,FMKA2LWR,FMKA2,-141.630556,64.076111,537.21,fortym (AK),FMKA2LWR,LWR,Fortym,Y,,,,,,,,,,
FMKA2UPR,FMKA2UPR,FMKA2,-141.630556,64.076111,537.21,fortym (AK),FMKA2UPR,UPR,Fortym,Y,,,,,,,,,,
FMWA2LWR,FMWA2LWR,FMWA2,-142.232222,63.889444,564.9468,fortym (AK),FMWA2LWR,LWR,Fortym,Y,,,,,,,,,,
FMWA2UPR,FMWA2UPR,FMWA2,-142.232222,63.889444,564.9468,fortym (AK),FMWA2UPR,UPR,Fortym,Y,,,,,,,,,,
FMKA2RTD,Walker Fork 40 Mile at Taylor Hwy,FMRA2,-141.630556,64.076111,537.21,fortym (AK),FMKA2RTD,RTD,Fortym,,,,,,,,,,,
FMMA2RTD,Mosquito Fork of the 40 Mile at Taylor Hwy,FMRA2,-141.997222,64.066111,499.14048,fortym (AK),FMMA2RTD,RTD,Fortym,,,,,,,,,,,
FMRA2LOC,Fortymile River at Taylor Hwy,FMRA2,-141.313333,64.279722,365.76,fortym (AK),FMRA2LOC,LOC,Fortym,Y,,,,,,,,,,
FMWA2RTD,West Fork of the Denn. Fk of the 40mile @ Taylor,FMRA2,-142.232222,63.889444,564.9468,fortym (AK),FMWA2RTD,RTD,Fortym,,,,,,,,,,,
BRMA2NG,BRMA2NG,BRMA2,-150.73,59.78,701.04,bradley (AK),BRMA2NG,NG,Bradley, ,,,,,,,,,,
BRUA2RTD,Upper Bradley River nr Nuka Glacier nr Homer,BRIA2,-150.7025,59.700556,381,bradley (AK),BRUA2RTD,RTD,Bradley,,,,,,,,,,,
GPOA2RSN,Paxson Lake Outlet,GPOA2,-145.616667,62.858333,621.1824,Paxson Lake Outlet RainSnow,GPOA2RSN,RSN,Copper,,,,,,,,,,,
GPOA2RTD,Paxson Lake Outlet,GRSA2,-145.616667,62.858333,621.1824,copper (AK),GPOA2RTD,RTD,Copper,,,,,,,,,,,
GRSA2RSN,Gulkana River at Sourdough,GRSA2,-145.530833,62.520833,562.6608,Gulkana R at Sourdough RainSnow,GRSA2RSN,RSN,Copper,,,,,,,,,,,
GRSA2RTD,Gulkana River at Sourdough,GULA2,-145.530833,62.520833,562.6608,copper (AK),GRSA2RTD,RTD,Copper,,,,,,,,,,,
GULA2RSN,Gulkana River nr Gulkana,GULA2,-145.380556,62.268889,416.44824,Gulkana R nr Gulkana RainSnow,GULA2RSN,RSN,Copper,,,,,,,,,,,
GAKA2FAI,Gakona River nr Gakona,GAKA2,-145.166667,62.308333,427.69536,GAKA2 Glacier AFAI,GAKA2FAI,FAI,Copper,,,,,,,,,,,
GAKA2RSN,Gakona River nr Gakona,GAKA2,-145.166667,62.308333,427.69536,Gakona River RainSnow,GAKA2RSN,RSN,Copper,,,,,,,,,,,
TAZA2LAG,Tazlina River nr Glennallen,TAZA2,-145.427778,62.054722,335.00568,copper (AK),TAZA2LAG,LAG,Copper,,,,,,,,,,,
TAZA2LGF,Tazlina River nr Glennallen,TAZA2,-145.427778,62.054722,335.00568,TAZA2 Lower Glacier AFAI,TAZA2LGF,LGF,Copper,,,,,,,,,,,
TAZA2NG,Tazlina River nr Glennallen,TAZA2,-145.427778,62.054722,335.00568,copper (AK),TAZA2NG,NG,Copper,Y,,,,,,,,,,
TAZA2RSN,Tazlina River nr Glennallen,TAZA2,-145.427778,62.054722,335.00568,Tazlina River RainSnow,TAZA2RSN,RSN,Copper,,,,,,,,,,,
TAZA2UGF,Tazlina River nr Glennallen,TAZA2,-145.427778,62.054722,335.00568,TAZA2 Upper Glacier AFAI,TAZA2UGF,UGF,Copper,,,,,,,,,,,
POWA2RSN,Power Creek nr Cordova,POWA2,-145.55,61.61,900,POWA2 RainSnow,POWA2RSN,RSN,Copper,,,,,,,,,,,
POWA2RTD,Power Creek RTD,EYAA2,-145.61666,60.5833,33,USGS Gage (retired) - Power Ck,POWA2RTD,RTD,Copper,,,,,,,,,,,
POWA2FAI,Power Creek Glacier AFAI,EYAA2,-145.644444,60.531111,90,EYAA2 Glacier AFAI,POWA2FAI,FAI,Copper,,,,,,,,,,,
EYAA2RSN,Eyak River nr Cordova,EYAA2,-145.65,60.57,767,EYAA2 RainSnow,EYAA2RSN,RSN,Copper,,,,,,,,,,,
KLUA2FAI,Klutina River at Copper Center,KLUA2,-145.306944,61.952222,307.848,KLUA2 Glacier AFAI,KLUA2FAI,FAI,Copper,,,,,,,,,,,
KLUA2LAG,Klutina River at Copper Center,KLUA2,-145.306944,61.952222,307.848,copper (AK),KLUA2LAG,LAG,Copper,,,,,,,,,,,
KLUA2RSN,Klutina River at Copper Center,KLUA2,-145.306944,61.952222,307.848,Klutina River RainSnow,KLUA2RSN,RSN,Copper,,,,,,,,,,,
TONA2FAI,Tonsina River nr Tonsina,TONA2,-145.183889,61.661389,457.2,TONA2 Glacier AFAI,TONA2FAI,FAI,Copper,,,,,,,,,,,
TONA2LAG,Tonsina River nr Tonsina,TONA2,-145.183889,61.661389,457.2,copper (AK),TONA2LAG,LAG,Copper,,,,,,,,,,,
TONA2RSN,Tonsina River nr Tonsina,TONA2,-145.183889,61.661389,457.2,Tonsina River RainSnow,TONA2RSN,RSN,Copper,,,,,,,,,,,
KIYA2FAI,Killey River at Mouth nr Sterling,KIYA2,-150.65,60.458333,57.912,KIYA2 Glacier AFAI,KIYA2FAI,FAI,Kenai,,,,,,,,,,,
KIYA2RSN,Killey River at Mouth nr Sterling,KIYA2,-150.65,60.458333,57.912,Killey River RainSnow,KIYA2RSN,RSN,Kenai,,,,,,,,,,,
SNOA2FAI,Snow River nr Seward,SNOA2,-149.343889,60.295,143.256,SNOA2 Glacier AFAI,SNOA2FAI,FAI,Kenai,,,,,,,,,,,
SNOA2RSN,Snow River nr Seward,SNOA2,-149.343889,60.295,143.256,Snow River RainSnow,SNOA2RSN,RSN,Kenai,,,,,,,,,,,
MPTA2FAI,Trail River nr Lawing,MPTA2,-149.373056,60.431944,140.208,MPTA2 Glacier AFAI,MPTA2FAI,FAI,Kenai,,,,,,,,,,,
MPTA2RSN,Trail River nr Lawing,MPTA2,-149.373056,60.431944,140.208,Trail River RainSnow,MPTA2RSN,RSN,Kenai,,,,,,,,,,,
COOA2LIN,Kenai River at Cooper Landing,COOA2,-149.807778,60.492778,127.98552,kenai (AK),COOA2LIN,LIN,Kenai,,,,,,,,,,,
COOA2RSN,Kenai River at Cooper Landing,COOA2,-149.807778,60.492778,127.98552,Cooper Landing RainSnow,COOA2RSN,RSN,Kenai,,,,,,,,,,,
CTSA2RSN,Cooper to Ski RainSnow,CTSA2,-150,60.46,341.4,Cooper to Ski RainSnow,CTSA2RSN,RSN,Kenai,,,,,,,,,,,
SKIA2RSN,Skilak River RainSnow,SKIA2,-150.138,60.393,73.2,Skilak River RainSnow,SKIA2RSN,RSN,Kenai,,,,,,,,,,,
SKIA2UGF,Skilak Upper Glacier Out2,SKIA2,-150.138,60.393,73.2,SKIA2 Upper Glacier AFAI,SKIA2UGF,UGF,Kenai,,,,,,,,,,,
SKIA2LGF,Skilak River Lower Glacier Out2,SKIA2,-150.138,60.393,73.2,SKIA2 Lower Glacier AFAI,SKIA2LGF,LGF,Kenai,,,,,,,,,,,
SKLA2JOK,Kenai River blw Skilak Lake,SKLA2,-150.601389,60.466389,73.152,kenai (AK),SKLA2JOK,JOK,Kenai,,,,,,,,,,,
SKLA2RSN,Kenai River blw Skilak Lake,SKLA2,-150.601389,60.466389,73.152,kenai (AK),SKLA2RSN,RSN,Kenai,,,,,,,,,,,
KRKA2ADJ,Kenai River blw Mouth Killey River,KRKA2,-150.630556,60.491111,70.104,kenai (AK),KRKA2ADJ,ADJ,Kenai,,,,,,,,,,,
SXRA2MOO,SXRA2MOO,SXRA2,-150.44,60.6,111.3,Moose River nr Sterling area,SXRA2MOO,MOO,Kenai,Y,,,,,,,,,,
SXRA2FUN,Kenai River at Soldotna,SXRA2,-151.082222,60.476667,3.3,kenai (AK),SXRA2FUN,FUN,Kenai,Y,,,,,,,,,,
RESA2FAI,Resurrection River at Exit Glacier Bridge,RESA2,-149.587778,60.195278,92.964,RESA2 Glacier AFAI,RESA2FAI,FAI,Kenai,,,,,,,,,,,
RESA2RSN,Resurrection River at Exit Glacier Bridge,RESA2,-149.587778,60.195278,92.964,kenai (AK),RESA2RSN,RSN,Kenai,,,,,,,,,,,
SIXA2RSN,Sixmile Creek near Hope,SIXA2,-149.425278,60.820833,23.2,kenai (AK),SIXA2RSN,RSN,Kenai,,,,,,,,,,,
NINA2RSN,Ninilchik River at Ninilchik,NINA2,-151.664722,60.048333,9.144,kenai (AK),NINA2RSN,RSN,Kenai,,,,,,,,,,,
APTA2RSN,Anchor River at New Sterling Hwy,APTA2,-151.753056,59.747222,51.38928,kenai (AK),APTA2RSN,RSN,Kenai,,,,,,,,,,,
APBA2RSN,Anchor River at Anchor Point,APBA2,-151.836389,59.772222,10.11936,kenai (AK),APBA2RSN,RSN,Kenai,,,,,,,,,,,
ILRA2RSN,Iliamna River near Pedro Bay,ILRA2,-153.844722,59.758611,24.384,swest (AK),ILRA2RSN,RSN,S_West,,,,,,,,,,,
NRDA2INF,Nuyakuk R nr Dillingham,NRDA2,-158.187778,59.935556,99.06,swest (AK),NRDA2INF,INF,S_West,,,,,,,,,,,
NRDA2RTD,Nuyakuk R nr Dillingham,NRDA2,-158.187778,59.935556,99.06,swest (AK),NRDA2RTD,RTD,S_West,,,,,,,,,,,
MULA2UPR,MULA2UPR,MULA2,-153.61,60.74,1158.2,Mulchatna River Upper MAP,MULA2UPR,UPR,S_West,Y,,,,,,,,,,
MULA2LWR,MULA2LWR,MULA2,-155.43,60.41,457.2,Mulchatna River Lower MAP,MULA2LWR,LWR,S_West,Y,,,,,,,,,,
MULA2RSN,Mulchatna R RainSnow,MULA2,-155.8947,60.3944,480.1,Mulchatna River RainSnow,MULA2RSN,RSN,S_West,,,,,,,,,,,
NSHA2LOC,Nushagak River at Ekwok,NSHA2,-157.473056,59.349167,27.432,swest (AK),NSHA2LOC,LOC,S_West,Y,,,,,,,,,,
MCAA2RSN,Montana Creek at Back Loop Bridge,MCAA2,-134.609444,58.398056,22.86,jnufg (AK),MCAA2RSN,RSN,Southeast,,,,,,,,,,,
MNDA2IML,Mendenhall Lake Level,MNDA2,-134.572778,58.429722,18.288,jnufg (AK),MNDA2IML,IML,Southeast,,,,,,,,,,,
MNDA2LGF,Mendenhall Lake Level,MNDA2,-134.572778,58.429722,18.288,MNDA2 Lower Glacier AFAI,MNDA2LGF,LGF,Southeast,,,,,,,,,,,
MNDA2LGI,Mendenhall Lake Level,MNDA2,-134.572778,58.429722,18.288,Mendenhall lower glacier ICE MAP blw 4000 ft,MNDA2LGI,LGI,Southeast,,,,,,,,,,,
MNDA2LGS,Mendenhall Lake Level,MNDA2,-134.572778,58.429722,18.288,Mendenhall lower glacier SNOW MAP blw 4000 ft,MNDA2LGS,LGS,Southeast,,,,,,,,,,,
MNDA2LNS,Mendenhall Lake Level,MNDA2,-134.572778,58.429722,18.288,jnufg (AK),MNDA2LNS,LNS,Southeast,,,,,,,,,,,
MNDA2RSN,Mendenhall Lake Level,MNDA2,-134.572778,58.429722,18.288,Mendenhall Lake RainSnow,MNDA2RSN,RSN,Southeast,,,,,,,,,,,
MNDA2UGF,Mendenhall Lake Level,MNDA2,-134.572778,58.429722,18.288,MNDA2 Upper Glacier AFAI,MNDA2UGF,UGF,Southeast,,,,,,,,,,,
MNDA2JOK,MNDA2JOK,MNDA2,-134.572778,58.429722,18.288,Mendenhall Lake jokulhlaup flow,MNDA2JOK,JOK,Southeast,,,,,,,,,,,
SRYA2RSN,Situk River nr Yakutat,SRYA2,-139.4925,59.586667,24.0792,Situk River RainSnow,SRYA2RSN,RSN,Southeast,,,,,,,,,,,
TYAA2LGF,Taiya River nr Skagway,TYAA2,-135.344444,59.511944,9.144,TYAA2 Lower Glacier AFAI,TYAA2LGF,LGF,Southeast,,,,,,,,,,,
TYAA2RSN,Taiya River nr Skagway,TYAA2,-135.344444,59.511944,9.144,Taiya River RainSnow,TYAA2RSN,RSN,Southeast,,,,,,,,,,,
TYAA2UGF,Taiya River nr Skagway,TYAA2,-135.344444,59.511944,9.144,TYAA2 Upper Glacier AFAI,TYAA2UGF,UGF,Southeast,,,,,,,,,,,
SKGA2FAI,Skagway River nr Skagway,SKGA2,-135.283333,59.467222,7.7724,SKGA2 Glacier AFAI,SKGA2FAI,FAI,Southeast,,,,,,,,,,,
SKGA2RSN,Skagway River nr Skagway,SKGA2,-135.283333,59.467222,7.7724,Skagway River RainSnow,SKGA2RSN,RSN,Southeast,,,,,,,,,,,
TKUA2FAI,Taku River nr Juneau,TKUA2,-133.7,58.538611,15.24,TKUA2 Glacier AFAI,TKUA2FAI,FAI,Southeast,,,,,,,,,,,
TKUA2RSN,Taku River nr Juneau,TKUA2,-133.7,58.538611,15.24,Taku River RainSnow,TKUA2RSN,RSN,Southeast,,,,,,,,,,,
CKTA2FAI,Chilkat River at Klukwan,CKTA2,-135.9325,59.415556,35.1,CKTA2 Glacier AFAI,CKTA2FAI,FAI,Southeast,,,,,,,,,,,
CKTA2RSN,Chilkat River at Klukwan,CKTA2,-135.9325,59.415556,35.1,Chilkat River RainSnow,CKTA2RSN,RSN,Southeast,,,,,,,,,,,
DEZQ9RSN,Dezadeash River at Haines Junction,DEZQ9,-137.508333,60.748056,178.1,Dezadeash River RainSnow,DEZQ9RSN,RSN,Southeast,,,,,,,,,,,
ALSQ9FAI,Alsek River above Bates River,ALSQ9,-137.974167,60.119167,185.8,ALSQ9 Glacier AFAI,ALSQ9FAI,FAI,Southeast,,,,,,,,,,,
ALSQ9RSN,Alsek River above Bates River,ALSQ9,-137.974167,60.119167,185.8,Alsek River abv Bates R RainSnow,ALSQ9RSN,RSN,Southeast,,,,,,,,,,,
DEZQ9RTD,Dezadeash River at Haines Junction,ALSQ9,-137.508333,60.748056,178.1,jnufg (YT),DEZQ9RTD,RTD,Southeast,,,,,,,,,,,
TATQ9RSN,Tatshenshini River near Dalton Post,TATQ9,-137.084722,60.118889,209,Tatshenshini River RainSnow,TATQ9RSN,RSN,Southeast,,,,,,,,,,,
ALKA2LGF,Alsek River nr Yakutat,ALKA2,-138.081944,59.395,23.2,ALKA2 Lower Glacier AFAI,ALKA2LGF,LGF,Southeast,,,,,,,,,,,
ALKA2RSN,Alsek River nr Yakutat,ALKA2,-138.081944,59.395,23.2,Alsek River nr Yakutat RainSnow,ALKA2RSN,RSN,Southeast,,,,,,,,,,,
ALKA2UGF,Alsek River nr Yakutat,ALKA2,-138.081944,59.395,23.2,ALKA2 Upper Glacier AFAI,ALKA2UGF,UGF,Southeast,,,,,,,,,,,
ALEA2LGF,Alsek River at Dry Bay,ALEA2,-138.081944,59.395,23.2,ALEA2 Lower Glacier AFAI,ALEA2LGF,LGF,Southeast,,,,,,,,,,,
ALEA2RSN,Alsek River at Dry Bay,ALEA2,-138.081944,59.395,23.2,Alsek River nr Yakutat RainSnow,ALEA2RSN,RSN,Southeast,,,,,,,,,,,
ALEA2UGF,Alsek River at Dry Bay,ALEA2,-138.081944,59.395,23.2,ALEA2 Upper Glacier AFAI,ALEA2UGF,UGF,Southeast,,,,,,,,,,,
ALKA2RTD,Alsek River nr Yakutat,ALKA2,-137.084722,60.118889,209,jnufg (YT),ALKA2RTD,RTD,Southeast,,,,,,,,,,,
ALSQ9RTD,Alsek River above Bates River,ALKA2,-137.974167,60.119167,185.8,jnufg (YT),ALSQ9RTD,RTD,Southeast,,,,,,,,,,,
TATQ9RTD,Tatshenshini River near Dalton Post,ALKA2,-137.084722,60.118889,209,jnufg (YT),TATQ9RTD,RTD,Southeast,,,,,,,,,,,
IRVA2RSN,IRVA2RSN,,-135.314,57.0533,30,Indian River at Sitka Rain Snow,IRVA2RSN,RSN,Southeast,,,,,,,,,,,
SGCQ2RSN,Stikine/Grand Canyon RainSnow,SGCQ2,-129.945833,58.043889,185.8,Stikine/Grand Canyon RainSnow,SGCQ2RSN,RSN,Southeast,,,,,,,,,,,
SGCQ2UPR,SGCQ2UPR,SGCQ2,-129.945833,58.043889,185.8,Stikine/Grand Canyon UPr MAP,SGCQ2UPR,UPR,Southeast,Y,,,,,,,,,,
SGCQ2LWR,SGCQ2LWR,SGCQ2,-129.945833,58.043889,185.8,Stikine/Grand Canyon Lwr MAP,SGCQ2LWR,LWR,Southeast,Y,,,,,,,,,,
STTQ2RSN,Telegraph Ck RainSnow,STTQ2,-131.154444,57.900833,268.2,Stikine/Telegraph Ck RainSnow,STTQ2RSN,RSN,Southeast,,,,,,,,,,,
STTQ2UPR,STTQ2UPR,STTQ2,-131.154444,57.900833,268.2,Stikine/Telegraph Ck Upper MAP,STTQ2UPR,UPR,Southeast,Y,,,,,,,,,,
STTQ2LWR,STTQ2LWR,STTQ2,-131.154444,57.900833,268.2,Stikine/Telegraph Ck Lower MAP,STTQ2LWR,LWR,Southeast,Y,,,,,,,,,,
STTQ2LOC,Telegraph Ck Local Inflow,STTQ2,-131.154444,57.900833,268.2,Stikine/Telegraph Ck Local Inflow,STTQ2LOC,LOC,Southeast,Y,,,,,,,,,,
SGCQ2RTD,Stikine/Grand Canyon Routed,STTQ2,-131.154444,57.900833,268.2,Stikine/Grand Canyon Routed,SGCQ2RTD,RTD,Southeast,,,,,,,,,,,
SBFQ2GL,SBFQ2GL,SBFQ2,-131.75,57.486111,880,Stikine/Butterfly Ck Glacier MAP,SBFQ2GL,GL,Southeast,Y,,,,,,,,,,
SBFQ2UPR,SBFQ2UPR,SBFQ2,-131.75,57.486111,880,Stikine/Butterfly Ck Upper MAP,SBFQ2UPR,UPR,Southeast,Y,,,,,,,,,,
SBFQ2LWR,SBFQ2LWR,SBFQ2,-131.75,57.486111,880,Stikine/Butterfly Ck Lower MAP,SBFQ2LWR,LWR,Southeast,Y,,,,,,,,,,
SBFQ2LOC,Butterfly Ck Local Inflow,SBFQ2,-131.75,57.486111,880,Stikine/Butterfly Ck Local Inflow,SBFQ2LOC,LOC,Southeast,Y,,,,,,,,,,
SBFQ2RSN,Butterfly Ck RainSnow,SBFQ2,-131.75,57.486111,880,Stikine/Butterfly Ck RainSnow,SBFQ2RSN,RSN,Southeast,,,,,,,,,,,
STTQ2RTD,Telegraph Crk Routed,SBFQ2,-131.75,57.486111,880,Stikine/Telegraph Ck Routed,STTQ2RTD,RTD,Southeast,,,,,,,,,,,
SBFQ2FAI,Butterfly Ck Glacier Outflow,SBFQ2,-131.75,57.486111,880,SBFQ2 Glacier AFAI,SBFQ2FAI,FAI,Southeast,,,,,,,,,,,
ISKQ2GL,ISKQ2GL,ISKQ2,-131.673611,56.738889,880,Iskut River Glacier MAP,ISKQ2GL,GL,Southeast,Y,,,,,,,,,,
ISKQ2UPR,ISKQ2UPR,ISKQ2,-131.673611,56.738889,880,Iskut River Upper MAP,ISKQ2UPR,UPR,Southeast,Y,,,,,,,,,,
ISKQ2LWR,ISKQ2LWR,ISKQ2,-131.673611,56.738889,880,Iskut River Lower MAP,ISKQ2LWR,LWR,Southeast,Y,,,,,,,,,,
ISKQ2RSN,Iskut River RainSnow,ISKQ2,-131.673611,56.738889,880,Iskut River RainSnow,ISKQ2RSN,RSN,Southeast,,,,,,,,,,,
ISKQ2FAI,Iskut Rv Glacier Out,ISKQ2,-131.673611,56.738889,880,ISKQ2 Glacier AFAI,ISKQ2FAI,FAI,Southeast,,,,,,,,,,,
STKA2RSN,Stikine/Wrangell RainSnow,STKA2,-132.130278,56.708056,25,Stikine/Wrangell RainSnow,STKA2RSN,RSN,Southeast,,,,,,,,,,,
STKA2GL,STKA2GL,STKA2,-132.130278,56.708056,25,Stikine/Wrangell Glacier MAP,STKA2GL,GL,Southeast,Y,,,,,,,,,,
STKA2UPR,STKA2UPR,STKA2,-132.130278,56.708056,25,Stikine/Wrangell Upper MAP,STKA2UPR,UPR,Southeast,Y,,,,,,,,,,
STKA2LWR,STKA2LWR,STKA2,-132.130278,56.708056,25,Stikine/Wrangell Lower MAP,STKA2LWR,LWR,Southeast,Y,,,,,,,,,,
STKA2LOC,Stikine/Wrangell Local Inflow,STKA2,-132.130278,56.708056,25,Stikine Rvr/Wrangell Local Inflow,STKA2LOC,LOC,Southeast,Y,,,,,,,,,,
STKA2FAI,Stikine/Wrangell Glacier Out,STKA2,-132.130278,56.708056,25,STKA2 Glacier AFAI,STKA2FAI,FAI,Southeast,,,,,,,,,,,
ISKQ2RTD,Iskut Rvr Routed,STKA2,-132.130278,56.708056,25,Iskut Rvr Routed,ISKQ2RTD,RTD,Southeast,,,,,,,,,,,
SBFQ2RTD,Stikine/Butterfly Routed,STKA2,-132.130278,56.708056,25,Stikine/Butterfly Routed,SBFQ2RTD,RTD,Southeast,,,,,,,,,,,
SCKA2UPR,SCKA2UPR,SCKA2,-133.12,55.7,558,Staney Creek Upper MAP,SCKA2UPR,UPR,Southeast,Y,,,,,,,,,,
SCKA2LWR,SCKA2LWR,SCKA2,-133.05,55.75,210,Staney Creek Lower MAP,SCKA2LWR,LWR,Southeast,Y,,,,,,,,,,
SCKA2RSN,Staney Creek RainSnow,SCKA2,-133.05,55.75,210,Staney Creek RainSnow,SCKA2RSN,RSN,Southeast,,,,,,,,,,,
KDLA2RSN,Ketchikan Lake Dam Outlet,KDLA2,-131.621667,55.36,0,Ketchikan Lake rain-snow line,KDLA2RSN,RSN,Southeast,Y,,,,,,,,,,
IRVA2LOC,Indian Rive LOC Catchment,IRVA2,-135.3,57.05,458,Indian River Local MAP,IRVA2LOC,LOC,Southeast,Y,,,,,,,,,,
SAMA2FAI,Salmon River at Gustavus,SAMA2,-135.741944,58.444722,1400,SAMA2 Salmon River AFAI,SAMA2FAI,FAI,Southeast,,,,,,,,,,,
SAMA2RSN,Salmon River at Gustavus,SAMA2,-135.741944,58.444722,255,Salmon River rain-snow line,SAMA2RSN,RSN,Southeast,,,,,,,,,,,
SAMA2UPR,SAMA2UPR,SAMA2,-135.741944,58.444722,896,Salmon River Upper MAP,SAMA2UPR,UPR,Southeast,Y,,,,,,,,,,
SAMA2LWR,SAMA2LWR,SAMA2,-135.741944,58.444722,298,Salmon River Upper MAP,SAMA2LWR,LWR,Southeast,Y,,,,,,,,,,
BTTA2LOC,Koyukuk River nr Bettles,BTTA2,-151.508611,66.926111,185.928,Koyukuk (AK),BTTA2LOC,LOC,Koyukuk,Y,,,,,,,,,,
BTTA2RSN,Koyukuk River nr Bettles,BTTA2,-151.508611,66.926111,185.928,Koyukuk River nr Bettles RainSnow,BTTA2RSN,RSN,Koyukuk,,,,,,,,,,,
MFKA2RTD,Middle Fork Koyukuk River nr Wiseman,BTTA2,-150.075,67.438333,339.852,Koyukuk (AK),MFKA2RTD,RTD,Koyukuk,,,,,,,,,,,
KNFA2RTD,Middle Fork Koyukuk River nr Wiseman,BTTA2,-150.075,67.438333,339.852,Koyukuk (AK),KNFA2RTD,RTD,Koyukuk,,,,,,,,,,,
